Purpose,Period,AccessMode,SegID,LinkID,Direction,N,Mode,Name,LongName,RouteDir,Headway,Board,Board_FromSkim_LCL,Board_FromSkim_COR,Board_FromSkim_BRT,Board_FromSkim_EXP,Board_FromSkim_LRT,Board_FromSkim_CRT,Alight,Alight_FromSkim_LCL,Alight_FromSkim_COR,Alight_FromSkim_BRT,Alight_FromSkim_EXP,Alight_FromSkim_LRT,Alight_FromSkim_CRT,OD_Board,OD_Board_FromSkim_LCL,OD_Board_FromSkim_COR,OD_Board_FromSkim_BRT,OD_Board_FromSkim_EXP,OD_Board_FromSkim_LRT,OD_Board_FromSkim_CRT
All,ok,drive,UTA_7132,15095_15094,SB,  15095.00,      7.00,Sline,Sugarhouse Streetcar,      2.00,     15.00,      5.34,         0,         0,         0,         0,      5.34,         0,         0,         0,         0,         0,         0,         0,         0,      2.67,         0,         0,         0,         0,      2.67,         0
All,ok,drive,UTA_7242,15094_15097,EB,  15094.00,      7.00,Sline,Sugarhouse Streetcar,      2.00,     15.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_7246,15097_15098,EB,  15097.00,      7.00,Sline,Sugarhouse Streetcar,      2.00,     15.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_7246,15098_15099,EB,  15098.00,      7.00,Sline,Sugarhouse Streetcar,      2.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      0.25,         0,         0,         0,         0,      0.25,         0,      0.13,         0,         0,         0,         0,      0.13,         0
All,ok,drive,UTA_7250,15099_15102,EB,  15099.00,      7.00,Sline,Sugarhouse Streetcar,      2.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      0.40,         0,         0,         0,         0,      0.40,         0,      0.20,         0,         0,         0,         0,      0.20,         0
All,ok,drive,UTA_7254,15102_15103,EB,  15102.00,      7.00,Sline,Sugarhouse Streetcar,      2.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      0.52,         0,         0,         0,         0,      0.52,         0,      0.26,         0,         0,         0,         0,      0.26,         0
All,ok,drive,UTA_7258,15103_15106,EB,  15103.00,      7.00,Sline,Sugarhouse Streetcar,      2.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      1.13,         0,         0,         0,         0,      1.13,         0,      0.57,         0,         0,         0,         0,      0.57,         0
All,ok,drive,UTA_7258,15103_15106,EB,  15106.00,      7.00,Sline,Sugarhouse Streetcar,      2.00,     15.00,         0,         0,         0,         0,         0,         0,         0,      3.03,         0,         0,         0,         0,      3.03,         0,      1.52,         0,         0,         0,         0,      1.52,         0
All,ok,drive,UTA_9576,50024_50025,NB,  50024.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,    320.87,         0,         0,         0,         0,         0,    320.87,         0,         0,         0,         0,         0,         0,         0,    160.44,         0,         0,         0,         0,         0,    160.44
All,ok,drive,UTA_9576,50025_51004,NB,  50025.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9576,51004_50026,NB,  51004.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9576,50026_50027,NB,  50026.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9576,50027_50028,NB,  50027.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9576,50028_50029,NB,  50028.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9572,50029_50030,NB,  50029.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,     78.53,         0,         0,         0,         0,         0,     78.53,      1.92,         0,         0,         0,         0,         0,      1.92,     40.23,         0,         0,         0,         0,         0,     40.23
All,ok,drive,UTA_9568,50030_50031,NB,  50030.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,    122.27,         0,         0,         0,         0,         0,    122.27,      0.02,         0,         0,         0,         0,         0,      0.02,     61.15,         0,         0,         0,         0,         0,     61.15
All,ok,drive,UTA_9568,50031_50032,NB,  50031.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9568,50032_50033,NB,  50032.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9568,50033_50034,NB,  50033.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9568,50034_50035,NB,  50034.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9564,50035_50036,WB,  50035.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,    225.44,         0,         0,         0,         0,         0,    225.44,      0.06,         0,         0,         0,         0,         0,      0.06,    112.75,         0,         0,         0,         0,         0,    112.75
All,ok,drive,UTA_9564,50036_51007,WB,  50036.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9564,51007_50037,WB,  51007.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9564,50037_51008,WB,  50037.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9564,51008_51009,WB,  51008.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9564,51009_50039,WB,  51009.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9564,50039_50040,WB,  50039.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9560,50040_51012,WB,  50040.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,    211.98,         0,         0,         0,         0,         0,    211.98,     10.85,         0,         0,         0,         0,         0,     10.85,    111.42,         0,         0,         0,         0,         0,    111.42
All,ok,drive,UTA_9560,51012_51011,WB,  51012.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9560,51011_51010,WB,  51011.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9560,51010_10001,WB,  51010.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9560,10001_10002,WB,  10001.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9559,10002_10003,NB,  10002.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9559,10003_10004,NB,  10003.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9559,10004_10005,NB,  10004.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9558,10005_10006,NB,  10005.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9558,10006_10060,NB,  10006.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9556,10060_10007,NB,  10060.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9556,10007_10008,NB,  10007.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9552,10008_10009,NB,  10008.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,    145.43,         0,         0,         0,         0,         0,    145.43,     11.77,         0,         0,         0,         0,         0,     11.77,     78.60,         0,         0,         0,         0,         0,     78.60
All,ok,drive,UTA_9552,10009_10010,NB,  10009.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9548,10010_10011,NB,  10010.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,    126.84,         0,         0,         0,         0,         0,    126.84,     16.18,         0,         0,         0,         0,         0,     16.18,     71.51,         0,         0,         0,         0,         0,     71.51
All,ok,drive,UTA_9548,10011_10012,NB,  10011.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9548,10012_10013,NB,  10012.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9548,10013_10014,NB,  10013.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9548,10014_10015,NB,  10014.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9548,10015_10016,NB,  10015.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9544,10016_10017,NB,  10016.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,     27.38,         0,         0,         0,         0,         0,     27.38,    297.44,         0,         0,         0,         0,         0,    297.44,    162.41,         0,         0,         0,         0,         0,    162.41
All,ok,drive,UTA_9544,10017_10018,NB,  10017.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9544,10018_10019,NB,  10018.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9540,10019_10020,NB,  10019.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,      0.45,         0,         0,         0,         0,         0,      0.45,    285.79,         0,         0,         0,         0,         0,    285.79,    143.12,         0,         0,         0,         0,         0,    143.12
All,ok,drive,UTA_9540,10020_10021,NB,  10020.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9536,10021_10022,NB,  10021.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,      6.72,         0,         0,         0,         0,         0,      6.72,    503.55,         0,         0,         0,         0,         0,    503.55,    255.14,         0,         0,         0,         0,         0,    255.14
All,ok,drive,UTA_9536,10022_10023,NB,  10022.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9536,10023_10024,NB,  10023.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9536,10024_10025,NB,  10024.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9532,10025_10026,NB,  10025.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,     10.85,         0,         0,         0,         0,         0,     10.85,      3.86,         0,         0,         0,         0,         0,      3.86,      7.36,         0,         0,         0,         0,         0,      7.36
All,ok,drive,UTA_9532,10026_10027,NB,  10026.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9532,10027_10028,NB,  10027.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9532,10028_10029,NB,  10028.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9532,10029_10032,NB,  10029.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9532,10032_10031,NB,  10032.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9528,10031_10030,NB,  10031.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,      5.32,         0,         0,         0,         0,         0,      5.32,     29.81,         0,         0,         0,         0,         0,     29.81,     17.57,         0,         0,         0,         0,         0,     17.57
All,ok,drive,UTA_9528,10030_10033,NB,  10030.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9528,10033_10035,NB,  10033.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9524,10035_10034,NB,  10035.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,     11.79,         0,         0,         0,         0,         0,     11.79,     15.66,         0,         0,         0,         0,         0,     15.66,     13.73,         0,         0,         0,         0,         0,     13.73
All,ok,drive,UTA_9524,10034_10036,NB,  10034.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9520,10036_10037,NB,  10036.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,     18.23,         0,         0,         0,         0,         0,     18.23,     24.82,         0,         0,         0,         0,         0,     24.82,     21.53,         0,         0,         0,         0,         0,     21.53
All,ok,drive,UTA_9520,10037_10038,NB,  10037.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9520,10038_10039,NB,  10038.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9520,10039_10040,NB,  10039.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9520,10040_10041,NB,  10040.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9520,10041_10042,NB,  10041.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9516,10042_10043,EB,  10042.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,     19.94,         0,         0,         0,         0,         0,     19.94,      5.63,         0,         0,         0,         0,         0,      5.63,     12.79,         0,         0,         0,         0,         0,     12.79
All,ok,drive,UTA_9516,10043_10044,EB,  10043.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9516,10044_10045,EB,  10044.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9516,10045_10046,EB,  10045.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      1.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9516,10046_10045,WB,  10046.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      2.00,     60.00,    256.79,         0,         0,         0,         0,         0,    256.79,    124.67,         0,         0,         0,         0,         0,    124.67,    190.73,         0,         0,         0,         0,         0,    190.73
All,ok,drive,UTA_9516,10045_10044,WB,  10045.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9516,10044_10043,WB,  10044.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9516,10043_10042,WB,  10043.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9520,10042_10041,SB,  10042.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      2.00,     60.00,    221.18,         0,         0,         0,         0,         0,    221.18,      0.49,         0,         0,         0,         0,         0,      0.49,    110.84,         0,         0,         0,         0,         0,    110.84
All,ok,drive,UTA_9520,10041_10040,SB,  10041.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9520,10040_10039,SB,  10040.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9520,10039_10038,SB,  10039.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9520,10038_10037,SB,  10038.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9520,10037_10036,SB,  10037.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9524,10036_10034,SB,  10036.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      2.00,     60.00,    168.67,         0,         0,         0,         0,         0,    168.67,      6.75,         0,         0,         0,         0,         0,      6.75,     87.71,         0,         0,         0,         0,         0,     87.71
All,ok,drive,UTA_9524,10034_10035,SB,  10034.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9528,10035_10033,SB,  10035.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      2.00,     60.00,    132.46,         0,         0,         0,         0,         0,    132.46,      5.60,         0,         0,         0,         0,         0,      5.60,     69.03,         0,         0,         0,         0,         0,     69.03
All,ok,drive,UTA_9528,10033_10030,SB,  10033.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9528,10030_10031,SB,  10030.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9532,10031_10032,SB,  10031.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      2.00,     60.00,     88.41,         0,         0,         0,         0,         0,     88.41,     14.61,         0,         0,         0,         0,         0,     14.61,     51.51,         0,         0,         0,         0,         0,     51.51
All,ok,drive,UTA_9532,10032_10029,SB,  10032.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9532,10029_10028,SB,  10029.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9532,10028_10027,SB,  10028.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9532,10027_10026,SB,  10027.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9532,10026_10025,SB,  10026.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9536,10025_10024,SB,  10025.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      2.00,     60.00,    151.85,         0,         0,         0,         0,         0,    151.85,      2.33,         0,         0,         0,         0,         0,      2.33,     77.09,         0,         0,         0,         0,         0,     77.09
All,ok,drive,UTA_9536,10024_10023,SB,  10024.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9536,10023_10022,SB,  10023.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9536,10022_10021,SB,  10022.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      2.00,     60.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
All,ok,drive,UTA_9540,10021_10020,SB,  10021.00,      8.00,RCRT_OGPN,Ogden to Provo CRT,      2.00,     60.00,      0.33,         0,         0,         0,         0,         0,      0.33,    641.35,         0,         0,         0,         0,         0,    641.35,    320.84,         0,         0,         0,         0,         0,    320.84
