hh_id,participation_group,is_complete,is_survey_complete,num_days_complete,num_days_survey_complete,num_days_complete_weekday,num_days_survey_complete_weekday,num_complete_mon,num_survey_complete_mon,num_complete_tue,num_survey_complete_tue,num_complete_wed,num_survey_complete_wed,num_complete_thu,num_survey_complete_thu,num_complete_fri,num_survey_complete_fri,num_days_complete_weekend,num_days_survey_complete_weekend,num_complete_sat,num_survey_complete_sat,num_complete_sun,num_survey_complete_sun,signup_platform,diary_platform,first_travel_date,last_travel_date,num_people,num_participants,num_surveyable,num_adults,num_kids,num_workers,num_students,num_vehicles,num_trips,income_detailed,income_followup,income_broad,income_imputed,home_in_region,home_state,home_aog,home_mpo,home_county,home_puma_2012,home_puma_2022,home_bg_2010,home_bg_2020,sample_home_bg,sample_segment,university,student_housing,residence_months_1,residence_months_2,residence_months_3,residence_months_4,residence_months_5,residence_months_6,residence_months_7,residence_months_8,residence_months_9,residence_months_10,residence_months_11,residence_months_12,residence_dur,res_type,residence_rent_own,seasonal_res_state,seasonal_res_county,seasonal_res_bg_2020,seasonal_res_lon,seasonal_res_lat,seasonal_res_x,seasonal_res_y,num_bicycles,broadband,transit_more_1,transit_more_2,transit_more_3,transit_more_4,transit_more_5,transit_more_6,transit_more_7,transit_more_997,transit_more_999,transit_more_other,bike_more_1,bike_more_2,bike_more_3,bike_more_4,bike_more_5,bike_more_6,bike_more_7,bike_more_8,bike_more_996,bike_more_997,bike_more_other,completed_followon_hh,has_TuTh,has_MoFr,has_SaSu,tmp_seasonal_res_lon,tmp_seasonal_res_lat,chk_seasonal_res,segment_type_cleaned,seasonal_res_cleaned,seasonal_res_in_region_cleaned,residence_months_0_cleaned,hhsize_6cat,workers_4cat,num_months,num_vehicles_4cat,autosuf_wk,lifecycle,hh_children,hh_adults,hh_seniors,hh_weight_col_enrol,hh_weight,hCO_TAZID_USTMv3,hSUBAREAID_USTMv3,hCO_TAZID_USTMv4,hSUBAREAID_USTMv4
23345507,9,0,1,0,7,0,5,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,1,rmove,rmove,2023-05-22,2023-05-28,4,2,4,2,2,1,1,2,107,2,995,1,,1,49,Five County,Not in MPO,49021,21001,21000,490211107012,490211107031,490211107012.0,10,,995,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,995,995,,,,,,1,2,0,0,0,0,1,0,1,0,1,,1,1,1,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,ABS,0,995,1,4,1,12,2,Sufficient,2,2,2,0,,,21172,5,21174,5
23075027,9,0,1,0,7,0,5,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,1,rmove,rmove,2023-04-15,2023-04-21,1,1,1,1,0,1,0,0,18,2,995,1,,1,49,Five County,Not in MPO,49021,21001,21000,490211107012,490211107031,490211107012.0,10,,995,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,995,995,,,,,,1,2,1,1,1,1,0,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,ABS,0,995,1,1,1,12,0,No Vehicles,1,0,1,0,,,21172,5,21174,5
23320537,9,0,1,0,5,0,4,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,rmove,rmove,2023-04-14,2023-04-20,5,5,5,5,0,3,0,4,122,7,995,5,,1,49,Five County,Not in MPO,49021,21001,21000,490211104003,490211104003,490211104003.0,10,,995,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,995,995,,,,,,4,999,0,0,0,0,0,0,0,1,1,"we have no public transit at all. if we did, i would use it",1,1,0,1,0,0,0,0,1,0,,0,0,0,0,0,0,0,ABS,0,995,1,5,3,12,3,Sufficient,1,0,5,0,,,21198,5,21180,5
23354305,9,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,rmove,rmove,2023-04-11,2023-04-17,1,1,1,1,0,1,0,1,13,5,995,3,,1,49,Five County,Not in MPO,49021,21001,21000,490211104003,490211104003,490211104003.0,10,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,,,,,,995,995,0,0,0,0,0,0,0,1,0,there is no public transit in my communtiy,995,995,995,995,995,995,995,995,995,995,,0,0,0,0,0,0,0,ABS,995,995,995,1,1,995,1,Sufficient,1,0,1,0,,,21198,5,21180,5
23327615,9,0,1,0,6,0,4,0,1,0,0,0,1,0,1,0,1,0,2,0,1,0,1,rmove,rmove,2023-05-14,2023-05-20,5,2,5,2,3,2,0,3,112,6,995,4,,1,49,Five County,Not in MPO,49021,21001,21000,490211104004,490211104004,490211104004.0,10,,995,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,995,995,,,,,,2,4,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,1,0,,1,0,0,0,0,0,0,ABS,0,995,1,5,2,12,3,Sufficient,2,3,2,0,,,21217,5,21185,5
23418180,9,0,1,0,7,0,5,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,1,rmove,rmove,2023-06-05,2023-06-11,2,2,2,2,0,2,0,2,92,7,995,5,,1,49,Five County,Not in MPO,49021,21001,21000,490211107011,490211107041,490211107011.0,10,,995,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,995,995,,,,,,2,2,0,0,0,0,1,1,0,0,0,,0,1,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,ABS,0,995,1,2,2,12,2,Sufficient,1,0,2,0,,,21113,5,21205,5
23353293,9,0,1,0,7,0,5,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,1,rmove,rmove,2023-06-02,2023-06-08,1,1,1,1,0,1,0,1,36,6,995,4,,1,49,Five County,Not in MPO,49021,21001,21000,490211105004,490211105023,490211105004.0,10,,995,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,995,995,,,,,,1,1,0,0,0,0,0,0,0,1,0,Transit service offered for all,1,0,0,1,0,0,0,0,0,0,,1,0,0,0,0,0,0,ABS,0,995,1,1,1,12,1,Sufficient,1,0,1,0,,,21156,5,21221,5
23129049,9,0,1,0,6,0,5,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,rmove,rmove,2023-03-27,2023-04-02,2,2,2,2,0,1,0,1,46,999,999,999,,1,49,Five County,Not in MPO,49021,21001,21000,490211105004,490211105023,490211105004.0,10,,995,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,995,995,,,,,,0,2,1,0,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,ABS,0,995,1,2,1,12,1,Sufficient,1,0,2,0,,,21156,5,21221,5
23426936,9,0,1,0,7,0,5,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,1,rmove,rmove,2023-05-26,2023-06-01,1,1,1,1,0,1,0,1,41,3,995,2,,1,49,Five County,Not in MPO,49021,21001,21000,490211106001,490211106011,490211106001.0,11,,995,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,995,995,,,,,,0,999,1,1,1,1,1,0,0,1,0,"Cedar City doesn&#x27;t really have much of a public transportation system, so there really isn&#x27;t anything to use.",0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,ABS,0,995,1,1,1,12,1,Sufficient,1,0,1,0,,,21181,5,21226,5
23335529,9,0,1,0,6,0,4,0,1,0,0,0,1,0,1,0,1,0,2,0,1,0,1,rmove,rmove,2023-05-30,2023-06-05,2,2,2,2,0,2,2,2,63,3,995,2,,1,49,Five County,Not in MPO,49021,21001,21000,490211104002,490211104002,490211104002.0,10,,995,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,995,995,,,,,,0,5,1,1,0,0,1,0,1,1,0,the only transit where I live is a small bus. it mainly picks people up (like college students) that don&#x27;t have cars. since I have a car I wouldn&#x27;t want to take that spot away from someone who doesn&#x27;t. and plus with a car I can go places whenever I need to.,1,1,1,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,ABS,0,995,1,2,2,12,2,Sufficient,1,0,2,0,,,21186,5,21228,5
23388650,9,0,1,0,7,0,5,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,1,rmove,rmove,2023-06-09,2023-06-15,7,2,7,2,5,1,0,2,151,5,995,3,,1,49,Five County,Not in MPO,49021,21001,21000,490211102004,490211102012,490211102004.0,10,,995,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,995,995,,,,,,5,2,0,1,0,0,1,0,0,1,1,There is no transit in my area.,1,1,0,0,0,0,0,0,0,1,The cost of bicycles has gotten very expensive,0,0,0,0,0,0,0,ABS,0,995,1,6,1,12,2,Sufficient,2,5,2,0,,,21062,5,21242,5
23488909,9,0,1,0,7,0,5,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,1,rmove,rmove,2023-06-04,2023-06-10,1,1,1,1,0,1,0,1,32,999,999,999,,1,49,Five County,Not in MPO,49021,21001,21000,490211105002,490211105022,490211105002.0,12,,995,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,995,995,,,,,,0,2,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,ABS,0,995,1,1,1,12,1,Sufficient,3,0,0,1,,,21140,5,21257,5
23064875,9,0,1,0,5,0,3,0,1,0,0,0,0,0,1,0,1,0,2,0,1,0,1,rmove,rmove,2023-04-07,2023-04-13,3,2,3,2,1,1,0,2,102,5,995,3,,1,49,Five County,Not in MPO,49021,21001,21000,490211105002,490211105022,490211105002.0,12,,995,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,995,995,,,,,,2,2,0,1,1,1,1,0,1,0,0,,1,0,0,1,0,1,0,1,0,0,,0,0,0,0,0,0,0,ABS,0,995,1,3,1,12,2,Sufficient,2,1,2,0,,,21158,5,21260,5
23364054,9,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,rmove,rmove,2023-05-07,2023-05-13,2,2,2,2,0,2,2,2,12,6,995,4,,1,49,Five County,Not in MPO,49021,21001,21000,490211102004,490211102012,490211102004.0,10,,995,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,995,995,,,,,,995,995,0,0,0,0,1,0,0,1,0,Currently there is no public transit available in our area.,995,995,995,995,995,995,995,995,995,995,,0,0,0,0,0,0,0,ABS,0,995,1,2,2,12,2,Sufficient,1,0,2,0,,,21063,5,21270,5
23364947,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,rmove,rmove,2023-05-06,2023-05-12,2,1,1,2,0,2,0,2,45,2,995,1,,1,49,Five County,Not in MPO,49021,21001,21000,490211101002,490211101002,490211101002.0,10,,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,,,,,,995,995,995,995,995,995,995,995,995,995,995,,995,995,995,995,995,995,995,995,995,995,,0,0,0,0,0,0,0,ABS,995,995,995,2,2,995,2,Sufficient,1,0,2,0,,,21318,5,21346,5
23324849,9,0,1,0,7,0,5,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,1,rmove,rmove,2023-05-19,2023-05-25,1,1,1,1,0,1,0,2,30,4,995,2,,1,49,Five County,Not in MPO,49021,21001,21000,490211101002,490211101002,490211101002.0,10,,995,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,995,995,,,,,,0,2,0,0,0,0,0,0,0,0,1,,1,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,ABS,0,995,1,1,1,12,2,Sufficient,3,0,0,1,,,21318,5,21346,5
23089450,9,0,1,0,6,0,4,0,1,0,1,0,0,0,1,0,1,0,2,0,1,0,1,rmove,rmove,2023-04-06,2023-04-12,2,2,2,2,0,2,0,4,61,9,995,6,,1,49,Six County,Not in MPO,49023,21001,21000,490230101001,490230101005,490230101001.0,1,,995,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,995,995,,,,,,0,1,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,1,0,0,1,0,,0,0,0,0,0,0,0,ABS,0,995,1,2,2,12,3,Sufficient,1,0,2,0,,,23058,0,23058,0
23442306,9,0,1,0,7,0,5,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,1,rmove,rmove,2023-06-18,2023-06-24,4,2,4,2,2,2,1,2,123,5,995,3,,1,49,Five County,Not in MPO,49025,21001,21000,490251302004,490251302004,490251302004.0,30,,995,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,995,995,,,,,,4,2,1,0,0,0,1,0,1,0,0,,1,1,0,0,1,1,1,1,0,0,,1,0,0,0,0,0,0,ABS,0,995,1,4,2,12,2,Sufficient,2,2,2,0,,,25052,0,25052,0
23376109,9,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,rmove,rmove,2023-04-23,2023-04-29,5,2,5,2,3,1,0,2,162,6,995,4,,1,49,Six County,Not in MPO,49027,21001,21000,490279742002,490279742002,490279742002.0,28,,995,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,995,995,,,,,,0,2,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,ABS,0,995,1,5,1,12,2,Sufficient,2,3,2,0,,,27188,0,27188,0
